English,Dutch,German,Swedish,Danish,Icelandic,Gothic,Proto-Germanic
bead,,bet,,,,,bedą
bead,bede,bete,,,,𐌱𐌹𐌳𐌰,bedō
,bageren,,,,,,bēganą
,,,,,bágur,,bēgaz
bale,,,bål,bål,bál,,bēlą
bell,belgen,,,,bólginn,,belganą
bell,bellen,bellen,,,,,bellaną
bell,bel,belle,bjällra,bjælde,bjalla,,bellǭ
bear,,böhren,bära,bære,bera,𐌱𐌰𐌹𐍂𐌰𐌽,beraną
,bergen,bergen,bärga,bjærge,bjarga,𐌱𐌰𐌹𐍂𐌲𐌰𐌽,berganą
berry,berg,berg,berg,bjerg,berg,𐌱𐌰𐌹𐍂𐌲𐍃,bergaz
,,,,,björg,,bergō
,,,,,bjartlegur,,berhtalīkaz
bright,brecht,bert,bjärt,bjært,bjartur,𐌱𐌰𐌹𐍂𐌷𐍄𐍃,berhtaz
,,,,,,𐌱𐌴𐍂𐌹𐌻𐍃,bērilaz
,baar,bar,,,bær,,bēriz
bark,,,,,,,berkaną
,berk,birke,björk,birk,björk,,berkō
barm,,barm,,,,,bermô
,bernaart,bernhard,,,bjarnharður,,bernuharduz
bear,beer,bär,bjässe,bjørn,bessi,𐌱𐌰𐌹𐍂𐌰,berô
bore,baar,bahre,bår,båre,bára,,bērō
,,,,,,𐌱𐌴𐍂𐌿𐍃𐌾𐍉𐍃,bērusjaz
bid,bieden,bieten,bjuda,byde,bjóða,,beudaną
,,,,,,𐌱𐌹𐌿𐌸𐍃,beudaz
bow,buigen,biegen,buga,bue,,𐌱𐌹𐌿𐌲𐌰𐌽,beuganą
be,ben,bin,,,,,beuną
beer,bier,bier,,,bjór,,beuzą
,,,,,bjórsalur,,beuzasaliz
bigg,,,bjugg,byg,bygg,,bewwą
by,bij,bei,,,,𐌱𐌹,bi
be-,be-,be-,,,,𐌱𐌹-,bi-
bever,beven,beben,bäva,bævre,bifra,,bibāną
,bebinden,bebinden,,,,𐌱𐌹𐌱𐌹𐌽𐌳𐌰𐌽,bibindaną
,,,,,bið,,bidą
bide,bijden,beiten,bida,bie,bíða,𐌱𐌴𐌹𐌳𐌰𐌽,bīdaną
bid,bidden,bitten,bedja,bede,biðja,𐌱𐌹𐌳𐌾𐌰𐌽,bidjaną
,,,,,biða,,bidōną
,begangenis,begängnis,,,,,biganganą
begird,,,,,,𐌱𐌹𐌲𐌰𐌹𐍂𐌳𐌰𐌽,bigerdaną
beget,,,,,,𐌱𐌹𐌲𐌹𐍄𐌰𐌽,bigetaną
begrave,begraven,begraben,,,,𐌱𐌹𐌲𐍂𐌰𐌱𐌰𐌽,bigrabaną
bee,bij,beie,bi,bi,bý,,bijǭ
bicker,bikken,bicken,,,bikkja,,bikjaną
bitch,,,bycka,,bikkja,,bikjǭ
become,bekomen,bekommen,,,,𐌱𐌹𐌵𐌹𐌼𐌰𐌽,bikwemaną
beleave,bleven,,,,,𐌱𐌹𐌻𐌰𐌹𐌱𐌾𐌰𐌽,bilaibijaną
belive,blijven,bleiben,,,,𐌱𐌹𐌻𐌴𐌹𐌱𐌰𐌽,bilībaną
,beeldwit,bilwiz,,,,,biliz
bill,bil,bille,,,,,bilją
bind,binden,binden,binda,binde,binda,𐌱𐌹𐌽𐌳𐌰𐌽,bindaną
benim,benemen,benehmen,,,,𐌱𐌹𐌽𐌹𐌼𐌰𐌽,binemaną
bereave,beroven,berauben,,,,𐌱𐌹𐍂𐌰𐌿𐌱𐍉𐌽,biraubōną
bright,,,,,birti,𐌱𐌰𐌹𐍂𐌷𐍄𐌴𐌹,birhtį̄
brighten,,,birtan,,birta,𐌱𐌰𐌹𐍂𐌷𐍄𐌾𐌰𐌽,birhtijaną
birch,berk,birke,,,,,birkijǭ
birchen,berken,birken,,,birkinn,,birkīnaz
beset,bezetten,besetzen,,,,𐌱𐌹𐍃𐌰𐍄𐌾𐌰𐌽,bisatjaną
besoil,,besölen,,,,𐌱𐌹𐍃𐌰𐌿𐌻𐌾𐌰𐌽,bisaulijaną
besit,bezitten,besitzen,,,,𐌱𐌹𐍃𐌹𐍄𐌰𐌽,bisitjaną
beshine,beschijnen,bescheinen,,,,𐌱𐌹𐍃𐌺𐌴𐌹𐌽𐌰𐌽,biskīnaną
bestalk,bestalken,,,,,,bistalkōną
bestand,,bestanden,,,,𐌱𐌹𐍃𐍄𐌰𐌽𐌳𐌰𐌽,bistandaną
bite,bijten,beißen,bita,bide,bíta,𐌱𐌴𐌹𐍄𐌰𐌽,bītaną
gristbite,,,,,bita,,bitōną
bitter,bitter,bitter,bitter,biderhvas,bitur,,bitraz
bewind,bewinden,bewinden,,,,𐌱𐌹𐍅𐌹𐌽𐌳𐌰𐌽,biwindaną
bethink,bedenken,bedenken,,,,𐌱𐌹𐌸𐌰𐌲𐌺𐌾𐌰𐌽,biþankijaną
blade,blad,blatt,blad,blad,blað,,bladą
blake,bleek,bleich,blek,bleg,bleikur,,blaikaz
bleach,bleken,bleichen,bleka,blege,bleikja,,blaikijaną
bleck,,black,bläck,blæk,blek,,blaką
black,,blach,,,,,blakaz
,blakeren,,,,blakra,,blakrōną
blend,,blendling,blanda,blande,blanda,𐌱𐌻𐌰𐌽𐌳𐌰𐌽,blandaną
,blenden,blenden,,,,,blandijaną
blank,blank,blank,black,blak,blakkur,,blankaz
blench,,blenken,,,blekkja,,blankijaną
,,blass,,,,,blasaz
,bles,blasse,bläs,blis,blesi,,blasį̄
,bloot,bloß,blöt,blød,blautur,,blautaz
,bloten,blößen,blöta,,bleyta,,blautijaną
,,blöde,,,bleyði,,blauþį̄
,,blöden,,,,𐌱𐌻𐌰𐌿𐌸𐌾𐌰𐌽,blauþijaną
,blood,blöde,blöd,blød,blauður,,blauþuz
blow,blaaien,blähen,,,,,blēaną
bladder,blaar,blatter,bläddra,blære,blaðra,,blēdrǭ
blea,,blähen,,,,,blējaną
blaze,blazen,blasen,blåsa,blæse,blása,𐌱𐌻𐌴𐍃𐌰𐌽,blēsaną
blast,blast,blast,blåst,blæst,blástur,,blēstuz
bleat,blaten,blaßen,,,,,blētijaną
blae,blauw,blau,blå,blå,blár,,blēwaz
blow,blouwen,bleuen,,,,𐌱𐌻𐌹𐌲𐌲𐍅𐌰𐌽,blewwaną
,blik,blech,,,blik,,bliką
blike,blijken,bleichen,blika,,blíkja,,blīkaną
,,,,,blika,,blikǭ
,,,,,blika,,blikōną
blind,blind,blind,blind,blind,blindur,𐌱𐌻𐌹𐌽𐌳𐍃,blindaz
,,blinde,,,blindi,,blindį̄
,,,,,,𐌱𐌻𐌹𐌽𐌳𐌾𐌰𐌽,blindijaną
blind,,,,,blinda,,blindōną
blink,blinken,blinkern,,,,,blinkaną
,blei,blei,bly,bly,blý,,blīwiją
,verblijden,,,,blíða,𐌱𐌻𐌴𐌹𐌸𐌾𐌰𐌽,blīþijaną
blithe,blij,blid,blid,blid,blíður,𐌱𐌻𐌴𐌹𐌸𐍃,blīþiz
blow,bloeien,blühen,,,,,blōaną
bloom,bloem,blume,blomma,blomme,blóm,𐌱𐌻𐍉𐌼𐌰,blōmô
bloom,bloemen,,,,blóma,,blōmōną
blossom,bloesem,,blomster,blomst,blómstur,,blōstmô
,,,blot,,blót,,blōtą
,,,blota,,blóta,𐌱𐌻𐍉𐍄𐌰𐌽,blōtaną
blood,bloed,blut,blod,blod,blóð,𐌱𐌻𐍉𐌸,blōþą
bloody,bloedig,blutig,blodig,blodig,blóðugur,,blōþagaz
,,,,,blóðga,,blōþagōną
bloodred,bloedrood,blutrot,blodröd,blodrød,blóðrauður,,blōþaraudaz
,,,,,,𐌱𐌻𐍉𐌸𐌰𐍂𐌹𐌽𐌽𐌰𐌽𐌳𐍃,blōþarinnandz
,,,,,blóðrisa,,blōþarisaz
bleed,bloeden,bluten,blöda,bløde,blæða,,blōþijaną
block,blok,block,,,,,blukką
boy,baas,baas,babbe,,bófi,𐌱𐍉𐌹𐍉,bō
bough,boeg,bug,bog,bov,bógur,,bōguz
,,,,,bóklist,,bōkalistiz
book,boek,buche,bok,bog,,𐌱𐍉𐌺𐌰,bōkō
book,boeken,boken,boka,,bóka,,bōkōną
book,boek,buch,bok,bog,bók,,bōks
bookstaff,boekstaaf,buchstab,bokstav,bogstav,bókstafur,,bōkstabaz
,boekstaaf,buchstabe,,,,,bōkstabô
boon,,,bön,bøn,bón,,bōniz
bosom,boezem,busen,,,,,bōsmaz
,,,,,bótalaus,,bōtalausaz
beet,boeten,büßen,böta,bøde,bæta,𐌱𐍉𐍄𐌾𐌰𐌽,bōtijaną
boot,boete,buße,bot,bod,bót,𐌱𐍉𐍄𐌰,bōtō
bottle,boedel,baul,bol,bol,ból,,bōþlą
booth,boede,bude,bod,bod,búð,,bōþō
brain,brein,,,,,,bragną
brag,,,,,bragur,,bragz
,brasem,brachse,,,,,brahsmô
,,pracht,,,,,brahtaz
broad,breed,breit,bred,bred,breiður,𐌱𐍂𐌰𐌹𐌸𐍃,braidaz
bread,,breite,,,,,braidį̄
brede,verbreden,breiten,breda,brede,breiða,𐌱𐍂𐌰𐌹𐌳𐌾𐌰𐌽,braidijaną
breadth,breedte,,bredd,bredde,breidd,,braidiþō
brake,,,,,,,brakǭ
,braken,,,,braka,,brakōną
,bremmen,brimmen,,,,,bramjaną
brandreth,,brandreite,,,brandreið,,brandaraidō
brand,brand,brand,brand,brand,brandur,,brandaz
bren,branden,brennen,brinna,brænde,brenna,𐌱𐍂𐌰𐌽𐌽𐌾𐌰𐌽,brannijaną
,,,,,bresta,,brastijaną
,,brasten,,,brasta,,brastōną
bread,brood,brot,bröd,brød,brauð,𐌱𐍂𐌰𐌿𐌸,braudą
bruise,,,,,,,brausijaną
,,,,,breyta,,brautijaną
,braden,braten,,bræde,bræða,,brēdaną
brawn,braai,brät,bråd,brad,bráð,,brēdô
braid,breien,bretten,,brejde,bregða,,bregdaną
,,,,,brjá,,brehaną
break,breken,brechen,,,,𐌱𐍂𐌹𐌺𐌰𐌽,brekaną
,,breme,,,,,bremaną
breeze,brems,breme,bröms,brems,brims,,bremusī
burst,verbrijzelen,bresten,brista,briste,bresta,𐌱𐍂𐌹𐍃𐍄𐌰𐌽,brestaną
,,breste,,brøst,brestur,,brestuz
brest,,,bröst,bryst,brjóst,,breustą
,,,,,brjóstbjörg,,breustabergō
,,,bryta,bryde,brjóta,,breutaną
bree,brauw,braue,brå,,brá,,brēwō
brew,brouwen,brauen,brygga,brygge,brugga,,brewwaną
brath,,,bråd,brad,bráður,,brēþaz
breath,,,,,,,brēþiz
bridle,breidel,breidel,,,,𐌱𐍂𐌹𐌲𐌳𐌹𐌻,brigdilaz
brim,,,,,brim,,brimą
,,,,,brimleið,,brimalaidō
bring,brengen,bringen,,,,𐌱𐍂𐌹𐌲𐌲𐌰𐌽,bringaną
brink,brink,brink,bräkka,,brekka,,brinkaz
burn,branden,brinnen,brinna,brænde,brenna,𐌱𐍂𐌹𐌽𐌽𐌰𐌽,brinnaną
,broeien,brühen,,,,,brōaną
breed,broeden,brüten,,,,,brōdijaną
brood,broed,brut,,,,,brōduz
breech,broek,bruch,brok,brog,brók,,brōks
breme,,,,,,,brōmiz
brother,broeder,bruder,broder,bror,bróðir,𐌱𐍂𐍉𐌸𐌰𐍂,brōþēr
,,,,,bróðurbani,,brōþurbanô
bridegroom,bruidegom,bräutigam,brudgum,brudgom,brúðgumi,,brūdigumô
,bruiloft,brautlauf,bröllop,bryllup,brúðhlaup,,brūdihlaupą
bride,bruid,braut,brud,brud,brúður,𐌱𐍂𐌿𐌸𐍃,brūdiz
bridge,brug,brücke,brygga,brygge,bryggja,,brugjǭ
brook,bruiken,brauchen,,,,𐌱𐍂𐌿𐌺𐌾𐌰𐌽,brūkaną
breach,breuk,bruch,,,,,brukiz
,,,,,,𐌱𐍂𐌿𐌺𐍃,brūkiz
,brokken,,,,,,brukkōną
,,brunft,,,brund,,brumþiz
brown,bruin,braun,brun,brun,brúnn,,brūnaz
byrnie,,brünne,brynja,brynje,brynja,𐌱𐍂𐌿𐌽𐌾𐍉,brunjǭ
,,brunhilde,brynhild,brynhild,brynhildur,,brunjōhildiz
bourn,bron,brunnen,brunn,brønd,brunnur,𐌱𐍂𐌿𐌽𐌽𐌰,brunnô
,bronst,brunst,,,,𐌱𐍂𐌿𐌽𐍃𐍄𐍃,brunstiz
brush,,brüsch,,,,,bruskaz
,borst,brust,,,,𐌱𐍂𐌿𐍃𐍄𐍃,brusts
,,bross,,,brot,,brutą
brine,,,bryn,bryn,brún,,brūwō
brod,,brort,brodd,brod,broddur,,bruzdaz
,,,,,brydda,,bruzdijaną
,,,,,,𐌱𐍂𐌿𐌶𐌳𐍉𐌽,bruzdōną
broil,,brod,,,broð,,bruþą
,,,bo,bo,bú,,būą
boun,bouwen,bauen,bo,bo,búinn,𐌱𐌰𐌿𐌰𐌽,būaną
bode,bod,,bud,bud,boð,,budą
,boodschap,botschaft,,,boðskapur,,budaskapiz
bedel,beul,büttel,bödel,,,,budilaz
bode,bode,bote,,,boði,,budô
bode,,,båda,,boða,,budōną
buy,,,,,byggja,𐌱𐌿𐌲𐌾𐌰𐌽,bugjaną
bow,boog,bogen,båge,bue,bogi,,bugô
bight,bucht,,,,bót,,buhtiz
bouk,buik,bauch,buk,bug,búkur,,būkaz
buck,bok,bock,bock,buk,bukkur,,bukkaz
buck,,,,,bokki,,bukkô
,bukken,,bocka,,buga,,bukkōną
billow,,,bölja,bølge,bylgja,,bulgijō
,,,,,bylja,,buljaną
bowl,bol,boll,bulle,,bolli,,bullô
bowl,bol,bolle,bulle,bolle,bolli,,bullǭ
,bullen,büllen,,,bulla,,bullōną
bull,bul,bull,bulla,,boli,,bulô
boil,buil,beule,,,,,būlǭ
boil,buil,beule,bula,bule,,,būlō
,,,,,bola,,bulōną
bolster,bolster,polster,bolster,bolster,bólstur,,bulstraz
bolt,bout,bolz,bult,bolt,bolti,,bultaz
bond,bond,bund,,,,𐌱𐌿𐌽𐌳𐌹,bundą
bunch,bonk,bunge,bunke,bunke,bunki,,bunkô
bower,,bauer,bur,bur,búr,,būrą
,,boren,boren,,borinn,𐌱𐌰𐌿𐍂𐌰𐌽𐍃,buranaz
bower,gebuur,bauer,,,,,būraz
board,bord,bord,bord,bord,borð,𐌱𐌰𐌿𐍂𐌳,burdą
bury,,bürgen,,,ábyrgja,𐌱𐌰𐌿𐍂𐌲𐌾𐌰𐌽,burgijaną
,,,,,,𐌱𐌰𐌿𐍂𐌲𐌴𐌹𐌽𐍃,burgīniz
borrow,borgen,borgen,borga,borge,,,burgōną
borough,burg,burg,borg,borg,borg,𐌱𐌰𐌿𐍂𐌲𐍃,burgz
birr,,bor,bör,bør,byr,𐌱𐌰𐌿𐍂,buriz
,beuren,,börja,børje,byrja,,burjaną
,boor,,,,,,burô
bore,boren,bohren,borra,bore,bora,,burōną
brush,borstel,borste,borst,børste,burst,,burstiz
burden,borde,bürde,börda,byrde,byrður,𐌱𐌰𐌿𐍂𐌸𐌴𐌹,burþį̄
birth,boorte,burt,börda,byrd,burður,,burþiz
bush,bos,busch,buske,busk,búskur,,buskaz
bizen,,,,,býsn,,būsniz
bum,bodem,boden,botten,bund,botn,,butmaz
boot,bot,butzen,but,,bútur,,buttaz
,,,bygga,bygge,byggja,,būwāną
,,,bygga,bygge,byggja,,būwijaną
build,,,,,,,buþlijaną
,,,,,dafna,,dabaną
,,,,,dafna,,dabanōną
daylong,,tagelang,,,daglangur,,dagalangaz
daw,dagen,tagen,daga,dage,daga,𐌳𐌰𐌲𐌰𐌽,dagāną
daywork,dagwerk,tagewerk,,,dagverk,,dagawerką
day,dag,tag,dag,dag,dagur,𐌳𐌰𐌲𐍃,dagaz
dough,deeg,teig,deg,dej,deig,𐌳𐌰𐌹𐌲𐍃,daigaz
,,,,,deigja,,daigijaną
dairy,,,deja,,deigja,,daigijǭ
dole,deel,teil,,,,,dailą
deal,delen,teilen,dela,dele,deila,𐌳𐌰𐌹𐌻𐌾𐌰𐌽,dailijaną
deal,,teil,del,,,𐌳𐌰𐌹𐌻𐍃,dailiz
,,,deld,,deild,,dailiþō
,,,dela,del,,𐌳𐌰𐌹𐌻𐌰,dailǭ
,,,dägga,dægge,,𐌳𐌰𐌳𐌳𐌾𐌰𐌽,dajjaną
doe,,,,,,,dajjǭ
dale,dal,tal,dal,dal,dalur,𐌳𐌰𐌻,dalą
,,,däld,dæl,,,daliþō
dell,del,delle,,,,𐌳𐌰𐌻𐌾𐌰,daljō
dalk,,dolk,,,dálkur,,dalkaz
dam,dam,damm,damm,dam,dammur,,dammaz
dam,dammen,dämmen,dämma,dæmme,demma,𐌳𐌰𐌼𐌼𐌾𐌰𐌽,dammijaną
damp,damp,dampf,damm,,,,dampaz
,dempen,dämpfen,,,,,dampijaną
dinge,,,dänga,,dengja,,dangijaną
dench,deens,,dansk,dansk,danskur,,daniskaz
dane,deen,däne,dan,dan,dani,,daniz
,,,,,dökk,,dankō
dank,,,,,dökkur,,dankwaz
,,,,,dökkva,,dankwijaną
dapper,dapper,tapfer,tapper,tapper,dapur,,dapraz
,verderven,verderben,,,,,darbijaną
,daart,,dart,,darraður,,darōþuz
daff,doof,taub,döv,døv,daufur,𐌳𐌰𐌿𐍆𐍃,daubaz
,doven,,,,deyfa,𐌳𐌰𐌿𐌱𐌾𐌰𐌽,daubijaną
dead,dood,tot,död,død,dauður,𐌳𐌰𐌿𐌸𐍃,daudaz
,doden,töten,döda,døde,deyða,𐌳𐌰𐌿𐌸𐌾𐌰𐌽,daudijaną
,dogen,,,,,,daugijaną
dain,,,,,daunn,𐌳𐌰𐌿𐌽𐍃,dauniz
,dopen,taufen,döpa,døbe,,𐌳𐌰𐌿𐍀𐌾𐌰𐌽,daupijaną
,doop,taufe,,,,𐌳𐌰𐌿𐍀𐌴𐌹𐌽𐍃,daupīniz
,door,tor,,,,,dauzô
deathday,,todestag,dödsdag,,dauðadagur,,dauþudagaz
death,dood,tod,död,død,dauður,𐌳𐌰𐌿𐌸𐌿𐍃,dauþuz
,,,,,dá,,dawāną
die,,,dö,dø,deyja,,dawjaną
dew,dauw,tau,dagg,dug,dögg,,dawwą
dew,dauwen,tauen,dugga,dugge,döggva,,dawwāną
deed,daad,tat,dåd,dåd,dáð,𐌳𐌴𐌸𐍃,dēdiz
daw,,tach,,,,,dēhǭ
delve,delven,delben,,,,,delbaną
derf,,,djärv,djærv,djarfur,,derbaz
deeply,,,,,,,deupalīkaz
deep,diep,tief,djup,dyb,djúpur,𐌳𐌹𐌿𐍀𐍃,deupaz
deer,dier,tier,djur,dyr,dýr,𐌳𐌹𐌿𐍃,deuzą
deer,,,,,,,deuzaz
,,,,,,𐌳𐌹𐍅𐌰𐌽,dewaną
,,,,,,𐌳𐌹𐌲𐌰𐌽,diganą
,,,diger,diger,digur,𐌳𐌹𐌲𐍂𐍃,digraz
,degel,tiegel,degel,digel,deigla,,digulaz
,,,dia,die,,,dijōną
,,teichen,,,,,dīkaną
dike,dijk,teich,,,,,dīkaz
,,,dike,dige,díki,,dīkiją
dill,dille,dill,dill,dild,dylla,,dilī
,,,del,,dilkur,,dilō
dim,,dimper,,dim,dimmur,,dimmaz
dim,,,,,dimma,,dimmōną
ding,,,,,,,dingwaną
,,,,,detta,,dintaną
,,,,,dirfa,,dirbijaną
,,,,,dís,,dīsiz
,,tiefe,,,dýpi,𐌳𐌹𐌿𐍀𐌴𐌹,diupį̄
deep,diepen,,,,,𐌳𐌹𐌿𐍀𐌾𐌰𐌽,diupijaną
depth,diepte,,djupen,,dýpt,𐌳𐌹𐌿𐍀𐌹𐌸𐌰,diupiþō
,,,,,dýrlegur,,diurijalīkaz
dear,dier,teuer,dyr,dyr,dýr,,diurijaz
dearth,duurte,düürte,dyrd,,dýrð,,diuriþō
,,,dygn,døgn,dægur,,dōg
,,,,,,𐌳𐍉𐌲𐍃,dōgaz
toque,doek,tuch,duk,dug,dúkur,,dōkaz
,doel,düle,,,dæl,,dōlijō
,,,,,dæl,,dōljō
doomhouse,,,,,dómhús,,dōmahūsą
,,,,,dómstóll,,dōmastōlaz
doom,doem,,dom,dom,dómur,𐌳𐍉𐌼𐍃,dōmaz
deem,,,döma,dømme,dæma,𐌳𐍉𐌼𐌾𐌰𐌽,dōmijaną
,,,,,,𐌳𐍉𐌼𐌴𐌹𐌽𐍃,dōmīniz
do,doen,tun,,,,,dōną
,,donau,,,,𐌳𐍉𐌽𐌰𐍅𐌹,dōnawjaz
,,,,,,𐌳𐍂𐌰𐌱𐌰𐌽,drabaną
draff,draf,treber,drav,,draf,,drabaz
drag,dragen,tragen,draga,drage,draga,𐌳𐍂𐌰𐌲𐌰𐌽,draganą
dregs,,,drägg,,dregg,,dragjō
draught,dracht,tracht,drätt,dræt,dráttur,,drahtuz
dreave,,,,,dreifa,𐌳𐍂𐌰𐌹𐌱𐌾𐌰𐌽,draibijaną
drove,,,drev,drev,dreif,,draibō
,,,dräng,dreng,drengur,,drangijaz
drench,drenken,tränken,dränka,drænke,drekkja,𐌳𐍂𐌰𐌲𐌺𐌾𐌰𐌽,drankijaną
drench,drank,getränk,,,,𐌳𐍂𐌰𐌲𐌲𐌺,drankiz
,,trester,,,,,drastaz
,,,,,draugur,,draugaz
dry,droog,,,,draugur,,draugiz
dream,droom,traum,dröm,drøm,draumur,,draumaz
dream,dromen,träumen,drömma,drømme,dreyma,,draumijaną
drip,,,dröpa,,dreypa,,draupijaną
,,trene,drönare,,,,drenô
drone,dar,,,,,,drēnuz
,treffen,treffen,dräpa,dræbe,drepa,,drepaną
dree,driegen,trügen,,,,𐌳𐍂𐌹𐌿𐌲𐌰𐌽,dreuganą
dree,,,dryg,drøj,drjúgur,,dreugaz
,druipen,triefen,drypa,,drjúpa,,dreupaną
drowse,druisen,,,drysse,,𐌳𐍂𐌹𐌿𐍃𐌰𐌽,dreusaną
dreary,treurig,trürig,,,dreyrugur,,dreuzagaz
,,,,,dreyri,,dreuzaz
,,,drev,drev,drif,,dribą
drive,drijven,treiben,driva,drive,drífa,𐌳𐍂𐌴𐌹𐌱𐌰𐌽,drībaną
drift,drift,trift,drift,drift,drift,,driftiz
drink,drinken,trinken,dricka,drikke,drekka,𐌳𐍂𐌹𐌲𐌺𐌰𐌽,drinkaną
dirt,,driss,dret,,drit,,dritą
drite,drijten,,drita,dritte,dríta,,drītaną
,,,,,drýgja,,driugijaną
dreve,droeven,trüben,,,,𐌳𐍂𐍉𐌱𐌾𐌰𐌽,drōbijaną
droff,droef,trüb,drov,,,,drōbuz
,,,,,drægur,,drōgiz
dross,droes,,,,,,drōhs
,droesem,drusen,,,,𐌳𐍂𐌰𐌿𐌷𐍃𐌽𐌰,drōhsnō
dry,,treuge,,,,,drūgiz
drightin,drochten,trechtein,drotten,drot,dróttinn,,druhtinaz
dright,,,,,drótt,𐌳𐍂𐌰𐌿𐌷𐍄𐍃,druhtiz
,,trocken,,,,,druknaz
,dreunen,,,drøne,drynja,,drunjaną
drunken,,,,drukne,drukkna,,drunkanāną
drink,dronk,trunk,dryck,drik,drykkur,,drunkiz
,,,dryfta,drøfte,dryfta,,drupatjaną
drop,drop,tropfe,droppe,drøbel,dropi,,drupô
drop,druppen,tropfen,droppa,,,,druppōną
,,,,,,𐌳𐍂𐌿𐍃,druziz
dive,,,,,,,dūbaną
dive,,,,,dýfa,,dūbijaną
,deuvel,dübel,,,,,dubilaz
,,,domna,,dofna,,dubnaną
dove,duif,taube,duva,due,dúfa,𐌳𐌿𐌱𐍉,dūbǭ
dow,deugen,taugen,duga,du,duga,𐌳𐌿𐌲𐌰𐌽,duganą
douth,deugd,tugend,dygd,dyd,dygð,,dugunþō
daughter,dochter,tochter,dotter,datter,dóttir,𐌳𐌰𐌿𐌷𐍄𐌰𐍂,duhtēr
duck,duiken,tauchen,,,,,dūkaną
dock,dok,docke,docka,dukke,dokka,,dukkǭ
dull,dol,toll,,,dulur,,dulaz
dogbolt,,,,,dólg,,dulgą
,,,,,,𐌳𐌿𐌻𐌲𐍃,dulgaz
,,tülle,,,,,dulją
,,,dölja,dølge,dylja,,duljaną
,,,,,,𐌳𐌿𐌻𐌸𐌾𐌰𐌽,dulþijaną
,,dult,,,,𐌳𐌿𐌻𐌸𐍃,dulþiz
dumb,dom,dumm,dum,dum,dumbur,𐌳𐌿𐌼𐌱𐍃,dumbaz
,,,,,dumba,,dumbǭ
down,duin,düne,dun,dun,dúnn,,dūnaz
,,,dynga,dynge,dyngja,,dungijǭ
dung,dong,,,,,,dungō
,donk,tunk,,,,,dungz
dun,deun,ton,dön,døn,dynur,,duniz
dun,,,,,dynja,,dunjaną
,donker,dunkel,,,,,dunkalaz
,donker,dunker,,,,,dunkaraz
dust,dons,dunst,,,,,dunstą
dunt,,,dunt,,dyntur,,duntiz
,dop,tüpfen,,,,,duppaz
,doppen,tupfen,doppa,duppe,,,duppōną
door,,tor,,,,𐌳𐌰𐌿𐍂,durą
,,,,,dyrastoð,,durastudō
,,torwart,,,dyravörður,𐌳𐌰𐌿𐍂𐌰𐍅𐌰𐍂𐌳𐍃,durawardaz
,deur,tür,dörr,dør,dyr,,durīz
door,deur,tür,dörr,dør,dyr,,durz
dare,durven,thüren,,,,,durzaną
doze,,,,,dúsa,,dusāną
dusk,,,,,,,duskaz
dun,,,,,,,dusnaz
dust,,,dust,dyst,dust,,dustą
dot,dodde,dotte,dott,,,,duttaz
dit,,,,,dytta,,duttijaną
dush,,,,,,,dwaiskijaną
,,,,,,𐌳𐍅𐌰𐌻𐍃,dwalaz
,,,,,,𐌳𐍅𐌰𐌻𐌹𐌸𐌰,dwaliþō
dwell,,,dväljas,dvæle,dvelja,,dwaljaną
,dwalen,dwalen,,,dvala,,dwalōną
,dwelen,dwelen,,,,,dwelaną
dweomer,,,,,,,dwemrą
dwarf,dwerg,zwerg,dvärg,dværg,dvergur,,dwergaz
,dwaas,,,,,,dwēsaz
dwine,verdwijnen,,dvina,,dvína,,dwīnaną
even,avond,abend,afton,aften,aftann,,ēbanþs
evenly,,,jämlik,,jafnlegur,𐌹𐌱𐌽𐌰𐌻𐌴𐌹𐌺𐍃,ebnalīkaz
even,effen,eben,jämn,jævn,jafn,𐌹𐌱𐌽𐍃,ebnaz
even,effenen,ebnen,jämna,jævne,jafna,,ebnōną
,ever,eber,,,jöfur,,eburaz
edder,,,jäder,jæder,jaðar,,edaraz
,,,,,áður,,ēdraz
or,ofte,oder,,,eða,𐌰𐌹𐌸𐌸𐌰𐌿,efþau
,echel,egel,igel,igler,igla,,egalaz
,,,,,jóreið,,ehwaraidō
,,,,,jór,𐌰𐌹𐍈𐍃,ehwaz
,,,,,eða,𐌰𐌹𐌸𐌸𐌰𐌿,ehþau
i,ik,ich,jag,jeg,ek,𐌹𐌺,ek
eel,aal,aal,ål,ål,áll,,ēlaz
elk,,elch,,,,,elhaz
elm,olm,ulme,älme,elm,álmur,,elmaz
,aal,ahle,,,,,ēlō
on,ondanks,ohne,,,án,𐌹𐌽𐌿,ēnu
,,,järv,,jarfi,,erbô
,,,,,jarknasteinn,,erknastainaz
,,,järtecken,jærtegn,jarteikn,𐌰𐌹𐍂𐌺𐌽𐍃,erknaz
earl,,,järl,,jarl,,erlaz
,,irmhild,,,,,ermunahildiz
ermintrude,,,,,jörmun,,ermunaz
earnest,ernst,ernst,,,,,ernustuz
,,,,,jara,,erǭ
,erpel,,järpe,,jarpur,,erpaz
,,erdburg,,,jarðborg,,erþaburgz
,,erdhaus,,,jarðhús,,erþahūsą
earth,aarde,erde,jord,jord,jörð,𐌰𐌹𐍂𐌸𐌰,erþō
,aardbei,erdbeere,jordbär,jordbær,jarðarber,,erþōbazją
,,erdfall,,,jarðfall,,erþōfallaz
,aardvast,erdfest,,,jarðfastur,,erþōfastuz
