English,Dutch,German,Swedish,Danish,Icelandic,Gothic,Proto-Germanic
beənləs,,,bɑːrnløːs,,bardnløʏs,,barnalausaz
beənɪʃ,,,,,bɛrdnsgʏr,barnisks,barniskaz
bɜːlɪŋg,,,bɛːrlɪŋ,,bɛdliŋgʏr,,barɔː
bɑːs,baːrs,baɾʃ,,,,,barsaz
baɹəʊ,bɑrx,baɾk,,,,,baruɣaz
,,,,,bœːr,,barwaz
baɹəʊ,bɛɾri,bəreː,,,bœːɾrʏr,,barwijɔ̃ː
,bɛs,,,,,,basjã
bast,bɑst,bast,bast,bast,,,bastaz
,,bɑːzə,,,,,baswɔ̃ː
,baːs,bɑːs,,,,,baswɔːː
beɪtəl,baːtən,,,,,,bataːnã
,bətywə,pasaʊ,,,,,batawjɔː
bɛst,bɛst,bɛstə,bɛst,bʔest,bɛsdʏr,batists,batistaz
bɛt,bɛt,bas,,,bɛːdʏr,,batiz
bɛtə,beːtər,bɛsɜ,bɛtrə,bεðʁʔʌ,bɛːdərɪ,batiza,batizɔːː
bɛtə,beːtərən,bɛsɜn,bɛtra,bεðʁʔʌ,bɛːdəra,,batizɔːnã
batən,,,,,bahdhna,,batnanã
batfəl,baːt,,,,baːdɪ,,batɔːː
badʒ,bøːɣəl,baʊk,,,bøʏːɣʏr,,bauɣaz
beɪ,,bɔøgən,bøːja,bʌjə,beɪjja,,bauɣijanã
bɔɪ,buj,,,bɑʔun,baʊghn,,baukŋã
bɛkən,,,,,baʊghna,,baukŋɔːnã
biːn,boːn,boːnə,bøːna,bʔœnə,bøʏːn,,baunɔː
bəʊst,boːs,pɔsə,,,,,bausuz
bʌtən,boːtən,ambɔs,,,bøʏːda,bɔːtan,bautanã
,,bɔsən,,,beɪːda,,bautijanã
bʌtən,,bɔsə,,,,,bautɔːː
baɹən,baːr,bɑːɾ,bɑːr,bɑ,bɛːr,,bazaz
bɛɹi,bɛrə,beːrə,bɛːr,bεɐ̯,bɛːr,,bazjã
beə,baːrən,ɔfənbɑːrən,,,ɔːbɪnbɛːɾra,,bazɔːnã
babəl,bɑbələn,papəln,babla,bablə,babla,,baβalɔːnã
baθ,bɑt,bɑːt,bad,bað,baːð,,baθã
biːθ,bɛtən,,,,,,baθjanã
beɪð,baːdən,bɑːdən,bada,baðə,baːða,,baθɔːnã
,baːjən,bɛːən,,,,,beːanã
,baːɣɪːrən,,,,,,beːɣanã
,,,,,baʊːɣʏr,,beːɣaz
beɪl,,,boːl,bɒl,baʊːl,,beːlã
,,,,,,beːrils,beːrilaz
,baːr,bɑːɾ,,,baɪːr,,beːriz
bɔː,baːr,bɑːrə,boːr,bɒɒ,baʊːɾra,,beːrɔː
,,,,,,beːrusjoːs,beːrusjaz
biːd,,beːt,,,,,beðã
biːd,beːdə,beːtə,,,,biða,beðɔː
bɛl,bɛlɣən,,,,boʊlɟɪn,,belganã
bɛl,bɛlən,bɛlən,,,,,bellanã
bɛl,bɛl,bɛlə,bjɛlra,bjεlə,bjadla,,bellɔ̃ː
beə,,bøːrən,bɛːra,bɛʔʌ,bɛːɾra,bɛːran,beranã
,bɛrɣən,bɛɾgən,bɛːrga,bjɛɐ̯ʔuə,bjarga,bɛːrgan,berganã
bɛɹi,bɛrx,bɛɾk,bərj,bjεɐ̯w,bɛrx,bɛːrgs,bergaz
,,,,,bjœrx,,bergɔː
bɑːk,,,,,,,berkanã
,bɛrk,bɪɾkə,bjœrk,bʔiɐ̯k,bjœrrg,,berkɔː
bɑːm,,baɾm,,,,,bermɔːː
,bərnaːrt,bɛɾnhaɾt,,,bjardnharðʏr,,bernuxarduz
beə,beːr,bɛːɾ,bjɛsə,bjʔœɐ̯n,bɛssɪ,bɛːra,berɔːː
,,,,,bjarrhdlɛːɣʏr,,berxtaliːkaz
bɹaɪt,brɛxt,bɛɾt,bjɛt,bjεɐ̯t,bjarrdʏr,bɛːrhts,berxtaz
bɪd,bidən,biːtən,bjʉda,byðə,bjoʊːða,,beuðanã
,,,,,,biuθs,beuðaz
bəʊ,bœyɣən,biːgən,bʉga,buː,,biuɣan,beuɣanã
biː,bɛn,bɪn,,,,,beunã
biə,bir,biːɾ,,,bjoʊːr,,beuzã
,,,,,bjoʊrrsalʏr,,beuzasaliz
bɪg,,,bjɵg,bʔyg,bɪg,,bewwã
biːvə,beːvər,biːbɜ,bjʉr,bʔyɐ̯,bjoʊːr,,beβruz
baɪ,bɛɪ,baɪ,,,,bi,bi
biː,beːeː,beː,,,,bi-,bi-
baɪd,bɛɪdən,baɪtən,biːda,bjʔe,biːða,biːðan,biːðanã
baɪt,bɛɪtən,baɪsən,biːta,bʔiðə,biːda,biːtan,biːtanã
,,,,,bɪːð,,biðã
bɪd,bɪdən,bɪtən,bɛdja,beðə,bɪðja,biðjan,biðjanã
,,,,,bɪːða,,biðɔːnã
,bəɣɑŋənɪs,bəgɛŋnɪs,,,,,biɣaŋganã
bɪgɜːd,,,,,,biɣɛːrdan,biɣerdanã
bɪgɛt,,,,,,biɣitan,biɣetanã
bɪgɹeɪv,bəɣraːvən,bəgɾɑːbən,,,,biɣraβan,biɣraβanã
biː,bɛɪ,baɪə,biː,bʔi,biː,,bijɔ̃ː
bɪkə,bɪkən,bɪkən,,,bɪhca,,bikjanã
bɪtʃ,,,bykːa,,bɪhca,,bikjɔ̃ː
bɪkʌm,bəkoːmən,bəkɔmən,,,,bikʷiman,bikʷemanã
bɪliːv,bleːvən,,,,,bilɛːβjan,bilaiβijanã
bɪlɪv,blɛɪvən,blaɪbən,,,,biliːβan,biliːβanã
,beːldʋɪt,bɪlviːts,,,,,biliz
bɪl,bɪl,bɪlə,,,,,biljã
baɪnd,bɪndən,bɪndən,bɪnda,bʔenə,bɪnda,bindan,bindanã
bɪnɪm,bəneːmən,bəneːmən,,,,biniman,binemanã
bɛɹiːv,bəroːvən,bəraʊbən,,,,birɔːβoːn,birauβɔːnã
bɜːtʃən,bɛrkən,bɪɾkən,,,bɪrrɟɪn,,birkiːnaz
bɜːtʃ,bɛrk,bɪɾkə,,,,,birkijɔ̃ː
bɹaɪt,,,,,bɪrrdɪ,bɛːrhtiː,birxtĩː
bɹaɪtən,,,bɪtan,,bɪrrda,bɛːrhtjan,birxtijanã
bɪsɛt,bəzɛtən,bəzɛtsən,,,,bisatjan,bisatjanã
bɪsɔɪl,,bəzøːlən,,,,bisɔːljan,bisaulijanã
bɪsɪt,bəzɪtən,bəzɪtsən,,,,bisitan,bisitjanã
bɪʃaɪn,bəsxɛɪnən,bəʃaɪnən,,,,biskiːnan,biskiːnanã
bɪstɔːk,bəstɑlkən,,,,,,bistalkɔːnã
bɪstand,,bəʃtandən,,,,bistandan,bistandanã
gɹɪstbaɪt,,,,,bɪːda,,bitɔːnã
bɪtə,bɪtər,bɪtɜ,bɪtːər,bʔiðʔʌʋas,bɪːdʏr,,bitraz
bɪwɪnd,bəʋɪndən,bəvɪndən,,,,biwindan,biwindanã
bɛvə,beːvən,beːbən,bɛːva,bεʋʁʔʌ,bɪfəra,,biβaːnã
,bəbɪndən,bəbɪndən,,,,biβindan,biβindanã
bɛθɪŋk,bədɛŋkən,bədɛŋkən,,,,biθankjan,biθankijanã
bleɪd,blɑt,blat,blɑːd,blað,blaːð,,blaðã
bleɪk,bleːk,blaɪç,bleːk,blaɪ,bleɪːgʏr,,blaikaz
bliːtʃ,bleːkən,blaɪçən,bleːka,blɑjə,bleɪːca,,blaikijanã
blɛk,,blak,blɛk,blεk,blɛːg,,blakã
blak,,blax,,,,,blakaz
,blaːkərən,,,,blaːgəra,,blakrɔːnã
blɛnd,,blɛndlɪŋ,blanda,blanə,blanda,blandan,blandanã
,blɛndən,blɛndən,,,,,blandijanã
blaŋk,blɑŋk,blaŋk,blak,blɑk,blahgʏr,,blankaz
blɛntʃ,,blɛŋkən,,,blɛhca,,blankijanã
,,blas,,,,,blasaz
,blɛs,blasə,blɛːs,blʔis,blɛːsɪ,,blasĩː
,bloːt,bloːs,bløːt,blʔœð,bløʏːdʏr,,blautaz
,bloːtən,bløːsən,bløːta,,bleɪːda,,blautijanã
,,bløːdə,,,bleɪːðɪ,,blauθĩː
,,bløːdən,,,,blɔːθjan,blauθijanã
,bloːt,bløːdə,bløːd,blʔœð,bløʏːðʏr,,blauθuz
bləʊ,blaːjən,blɛːən,,,,,bleːanã
bladə,blaːr,blatɜ,blɛdra,blɛʔʌ,blaðəra,,bleːðrɔ̃ː
bliː,,blɛːən,,,,,bleːjanã
bleɪz,blaːzən,blɑːzən,bloːsa,blɛsə,blaʊːsa,bleːsan,bleːsanã
blast,blɑst,blast,bloːst,blεst,blaʊsdʏr,,bleːstuz
bliːt,blaːtən,blɑːsən,,,,,bleːtijanã
bliː,blʌʊ,blaʊ,bloː,blɒ,blaʊːr,,bleːwaz
bləʊ,blʌʊən,blɔøən,,,,bliŋgwan,blewwanã
blaɪk,blɛɪkən,blaɪçən,bliːka,,bliːca,,bliːkanã
,blɛɪ,blaɪ,blyː,blʔy,bliː,,bliːwijã
,vərblɛɪdən,,,,bliːða,bliːθjan,bliːθijanã
blaɪð,blɛɪ,bliːt,bliːd,blʔið,bliːðʏr,bliːθs,bliːθiz
,blɪk,blɛç,,,blɪːg,,blikã
,,,,,blɪːga,,blikɔ̃ː
,,,,,blɪːga,,blikɔːnã
blaɪnd,blɪnt,blɪnt,blɪnd,blʔen,blɪndʏr,blinds,blindaz
,,blɪndə,,,blɪndɪ,,blindĩː
,,,,,,blindjan,blindijanã
blaɪnd,,,,,blɪnda,,blindɔːnã
blɪŋk,blɪŋkən,blɪnkɜn,,,,,blinkanã
bləʊ,blujən,blyːən,,,,,blɔːanã
bluːm,blum,blʊmə,blɔma,blʔʌmə,bloʊːm,bloːma,blɔːmɔːː
bluːm,blumən,,,,bloʊːma,,blɔːmɔːnã
blɒsəm,bluzəm,,blɔmstər,blʔʌmst,bloʊmsdʏr,,blɔːstmɔːː
,,,bluːt,,bloʊːd,,blɔːtã
,,,bluːta,,bloʊːda,bloːtan,blɔːtanã
blʌd,blut,bluːt,bluːd,blʔoð,bloʊːð,bloːθ,blɔːθã
blʌdi,bludəx,bluːtɪç,bluːdɪg,blʔoðʔi,bloʊːðʏɣʏr,,blɔːθaɣaz
,,,,,bloʊðga,,blɔːθaɣɔːnã
blʌdɹɪd,bludroːt,blʊtɾoːt,bluːdrøːd,blʔoðʁʔœð,bloʊðərøʏðʏr,,blɔːθarauðaz
,,,,,,bloːθarinnands,blɔːθarinnandz
,,,,,bloʊðərɪsa,,blɔːθarisaz
bliːd,bludən,bluːtən,bløːda,blœðə,blaɪːða,,blɔːθijanã
blɒk,blɔk,blɔk,,,,,blukkã
bɔɪ,baːs,bɑːs,babə,,boʊːʋɪ,boːioː,bɔː
baʊ,bux,buːk,buːg,bɔw,boʊːɣʏr,,bɔːɣuz
,,,,,boʊglɪsd,,bɔːkalistiz
bʊk,buk,buːxə,buːk,bɒw,,boːka,bɔːkɔː
bʊk,bukən,boːkən,buːka,,boʊːga,,bɔːkɔːnã
bʊk,buk,buːx,buːk,bɒw,boʊːg,,bɔːks
bʊkstaf,bukstaːf,buːxʃtɑːp,buːkstav,bɒkstaʋ,boʊxsdaʋʏr,,bɔːkstaβaz
,bukstaːf,buːxʃtɑːbə,,,,,bɔːkstaβɔːː
buːn,,,bøːn,bʔœn,boʊːn,,bɔːniz
bʊzəm,buzəm,bʊsən,,,,,bɔːsmaz
,,,,,boʊːdaløʏs,,bɔːtalausaz
biːt,butən,byːsən,bøːta,bœðə,baɪːda,boːtjan,bɔːtijanã
buːt,butə,buːsə,buːt,bʔoð,boʊːd,boːta,bɔːtɔː
bɒtəl,budəl,baʊl,buːl,bʔʌl,boʊːl,,bɔːθlã
buːθ,budə,buːdə,buːd,bʔoð,buːð,,bɔːθɔː
bɹeɪn,brɛɪn,,,,,,braɣŋã
bɹag,,,,,bəraːɣʏr,,braɣz
bɹɔːd,breːt,bɾaɪt,breːd,bɐ̯ɛð,bəreɪːðʏr,brɛːθs,braiðaz
bɹɛd,,bɾaɪtə,,,,,braiðĩː
bɹiːd,vərbreːdən,bɾaɪtən,breːda,bɐ̯ɛðə,bəreɪːða,brɛːðjan,braiðijanã
bɹɛdθ,breːtə,,brɛd,bɐ̯ɛdə,bəreɪd,,braiðiθɔː
bɹeɪk,,,,,,,brakɔ̃ː
,braːkən,,,,bəraːga,,brakɔːnã
,brɛmən,bɾɪmən,,,,,bramjanã
bɹandɹəθ,,bɾandɾaɪtə,,,bərandəreɪð,,brandaraiðɔː
bɹand,brɑnt,bɾant,brand,bɐ̯ɑn,bərandʏr,,brandaz
bɹɛn,brɑndən,bɾɛnən,brɪna,bɐ̯anə,bərɛnna,brannjan,brannijanã
,,,,,bərɛsda,,brastijanã
,,bɾastən,,,bərasda,,brastɔːnã
bɹɛd,broːt,bɾoːt,brøːd,bɐ̯ʔœð,bərøʏːð,brɔːθ,brauðã
bɹuːz,,,,,,,brausijanã
,,,,,bəreɪːda,,brautijanã
,braːzəm,bɾaxzə,,,,,braxsmɔːː
,,pɾaxt,,,,,braxtaz
,braːdən,bɾɑːtən,,bɐ̯aðə,bəraɪːða,,breːðanã
bɹɔːn,braːj,bɾɛːt,broːd,bɐ̯ɑð,bəraʊːð,,breːðɔːː
bɹiː,brʌʊ,bɾaʊə,broː,,bəraʊː,,breːwɔː
bɹaθ,,,broːd,bɐ̯ɑð,bəraʊːðʏr,,breːθaz
bɹɛθ,,,,,,,breːθiz
bɹeɪd,brɛɪən,bɾɛtən,,bɐ̯ɑjdə,bərɛɣða,,breɣdanã
bɹeɪk,breːkən,bɾɛçən,,,,brikan,brekanã
,,bɾeːmə,,,,,bremanã
bɹiːz,brɛms,bɾeːmə,brœms,bɐ̯ams,bərɪms,,bremusiː
bɜːst,vərbrɛɪzeːlən,bɾɛstən,brɪsta,bɐ̯ʔesdə,bərɛsda,bristan,brestanã
,,bɾɛstə,,bɐ̯ʔœst,bərɛsdʏr,,brestuz
bɹɛst,,,brœst,bɐ̯ʔœst,bərjoʊsd,,breustã
,,,,,bərjoʊsdbjœrx,,breustaβergɔː
,,,bryːta,bɐ̯yðə,bərjoʊːda,,breutanã
bɹuː,brʌʊən,bɾaʊən,bryga,bɐ̯ʔœgə,bərʏga,,brewwanã
,,,,,bərjaʊː,,brexanã
bɹaɪdəl,brɛɪdəl,bɾaɪdəl,,,,briɣdil,briɣdilaz
bɹɪm,,,,,bərɪːm,,brimã
,,,,,bərɪmleɪð,,brimalaiðɔː
bɹɪŋ,brɛŋən,bɾɪŋən,,,,briŋgan,briŋganã
bɹɪŋk,brɪŋk,bɾɪŋk,brɛːkka,,bərɛhga,,brinkaz
bɜːn,brɑndən,bɾɪnən,brɪna,bɐ̯anə,bərɛnna,brinnan,brinnanã
,brujən,bɾyːən,,,,,brɔːanã
bɹiːd,brudən,bɾyːtən,,,,,brɔːðijanã
bɹuːd,brut,bɾuːt,,,,,brɔːðuz
bɹiːtʃ,bruk,bɾʊx,bruːk,bɐ̯ɒw,bəroʊːg,,brɔːks
bɹiːm,,,,,,,brɔːmiz
bɹʌðə,brudər,bɾuːdɜ,bruːdər,bɐ̯ʔoɐ̯,bəroʊːðɪr,broːθar,brɔːθeːr
,,,,,bəroʊːðʏrbanɪ,,brɔːθurbanɔːː
bɹaɪdgɹuːm,brœydəɣɔm,bɾɔøtɪgɑːm,brɵdgʉm,bɐ̯ʔuðgʔʌm,bəruðgʏmɪ,,bruːðiɣumɔːː
,brœylɔft,bɾaʊtlaʊf,brœluːp,bɐ̯ʔœlʔʌp,bəruθløʏb,,bruːðixlaupã
bɹaɪd,brœyt,bɾaʊt,brʉd,bɐ̯ʔuð,bəruːðʏr,bruθs,bruːðiz
bɹʊk,brœykən,bɾaʊxən,,,,brukjan,bruːkanã
,,,,,,bruks,bruːkiz
bɹaʊn,brœyn,bɾaʊn,brɵn,bɐ̯ʔun,bərun,,bruːnaz
bɹaɪn,,,bryːn,bɐ̯ʔyn,bəruːn,,bruːwɔː
bɹɪdʒ,brɵx,bɾykə,bryga,bɐ̯ʔœgə,bərɪgja,,bruɣjɔ̃ː
bɹiːtʃ,brøːk,bɾʊx,,,,,brukiz
,brɔkən,,,,,,brukkɔːnã
,,bɾʊnft,,,bərʏnd,,brumθiz
baɪəni,,bɾynə,brynja,bɐ̯ʔynjə,bərɪnja,brunjoː,brunjɔ̃ː
,,bɾʊnhɪldə,brynhɪld,bɐ̯ʔynhʔil,bərɪnhɪldʏr,,brunjɔːxildiz
bɔːn,brɔn,bɾʊnən,brɵn,bɐ̯ʔœn,bərʏnnʏr,brunna,brunnɔːː
,brɔnst,bɾʊnst,,,,brunsts,brunstiz
bɹʌʃ,,bɾyʃ,,,,,bruskaz
,bɔrst,bɾʊst,,,,brusts,brusts
,,bɾɔs,,,bərɔːd,,brutã
bɹɒd,,bɾɔɾt,brɔd,bɐ̯ʔʌð,bərɔdʏr,,bruzdaz
,,,,,bərɪda,,bruzdijanã
,,,,,,bruzdoːn,bruzdɔːnã
bɹɔɪl,,bɾoːt,,,bərɔːð,,bruθã
,,,buː,bʔo,buː,,buːã
baʊn,bʌʊən,baʊən,buː,bʔo,buːɪn,bɔːan,buːanã
baʊk,bœyk,baʊx,bʉk,bʔug,buːgʏr,,buːkaz
bɔɪl,bœyl,bɔølə,bʉla,bulə,,,buːlɔː
bɔɪl,bœyl,bɔølə,,,,,buːlɔ̃ː
baʊə,,baʊɜ,bʉr,bʔuɐ̯,buːr,,buːrã
baʊə,ɣəbyr,baʊɜ,,,,,buːraz
bɪzən,,,,,bisn,,buːsniz
,,,byga,bʔygə,bɪgja,,buːwaːnã
,,,byga,bʔygə,bɪgja,,buːwijanã
bəʊd,bɔt,,bʉd,bʔuð,bɔːð,,buðã
,boːdsxɑp,boːtʃaft,,,bɔðsgabʏr,,buðaskapiz
bɪdɛl,bøːl,bytəl,bøːdəl,,,,buðilaz
bəʊd,boːdə,boːtə,,,bɔːðɪ,,buðɔːː
bəʊd,,,boːda,,bɔːða,,buðɔːnã
baɪ,,,,,bɪgja,buɣjan,buɣjanã
bəʊ,boːx,boːgən,boːjə,buː,bɔɪjɪ,,buɣɔːː
bʌk,bɔk,bɔk,bɔk,bɒk,bʏhgʏr,,bukkaz
bʌk,,,,,bɔhɟɪ,,bukkɔːː
,bɵkən,,bɔkːa,,bʏːɣa,,bukkɔːnã
bɪləʊ,,,bœlja,bʔœljə,bɪlɟa,,bulgijɔː
,,,,,bɪlja,,buljanã
bəʊl,bɔl,bɔlə,bɵlə,bʔʌlə,bɔdlɪ,,bullɔ̃ː
bəʊl,bɔl,bɔl,bɵlə,,bɔdlɪ,,bullɔːː
,bɵlən,bylən,,,bʏdla,,bullɔːnã
bʊl,bɵl,bʊl,bɵla,,bɔːlɪ,,bulɔːː
,,,,,bɔːla,,bulɔːnã
bəʊlstə,bɔlstər,poːlstɜ,bɔlstər,bʔʌlstʔʌ,boʊlsdʏr,,bulstraz
bəʊlt,bʌʊt,bɔlts,bɵlt,bʔʌlt,bɔldɪ,,bultaz
bɒnd,bɔnt,bʊnt,,,,bundi,bundã
bʌntʃ,bɔŋk,bʊŋə,bɵŋkə,bɒnkə,buɲɟɪ,,bunkɔːː
,,boːrən,buːrən,,bɔːɾrɪn,bɔːrans,buranaz
bɔːd,bɔrt,bɔɾt,buːrd,bʔoɐ̯,bɔrð,bɔːrd,burdã
,,,,,,bɔːrgiːns,burgiːniz
bɛɹi,,byɾgən,,,aʊːbɪrɟa,bɔːrgjan,burgijanã
bɒɹəʊ,bɔrɣən,bɔɾgən,bɔrga,bɒɒwə,,,burgɔːnã
bʌɹə,bɵrx,bk,bɔrj,bɒɒw,bɔrx,bɔːrgs,burgz
bɜː,,boːɾ,bøːr,bʔœɐ̯,bɪːr,bɔːr,buriz
,bøːrən,,bœrja,bʔœɐ̯jə,bɪrja,,burjanã
,boːr,,,,,,burɔːː
bɔː,boːrən,boːrən,bɔra,boʌ,bɔːɾra,,burɔːnã
bɹʌʃ,bɔrstəl,boːɾstə,bɔʂt,bʔœɐ̯sdə,bʏrrsd,,burstiz
,bɔrdə,byɾdə,bœrda,bʔyɐ̯də,bɪrðʏr,bɔːrθiː,burθĩː
bɜːθ,bɔːrtə,bt,bœrda,bʔyɐ̯d,bʏrðʏr,,burθiz
bʊʃ,bɔs,bʊʃ,bɵsxə,bʔusk,busgʏr,,buskaz
bʌm,boːdəm,boːdən,bɔtɛn,bɒn,bɔhdhn,,butmaz
buːt,bɔt,bʊtsən,bʉt,,buːdʏr,,buttaz
baɪt,bɵxt,,,,boʊːd,,buxtiz
bɪld,,,,,,,buθlijanã
dɔː,daːɣən,tɑːgən,dɑːga,dajə,daːɣa,daɣan,daɣaːnã
deɪlɒŋ,,tɑgəlaŋ,,,daglaʊŋgʏr,,daɣalaŋgaz
deɪwɜːk,dɑɣʋɛrk,tɑgeːvɛɾk,,,dagʋɛrrg,,daɣawerkã
deɪ,dɑx,tɑːk,dɑːg,daj,daːɣʏr,daɣs,daɣaz
dəʊ,deːx,taɪk,deːg,dɑj,deɪːx,dɛːɣs,daiɣaz
,,,,,deɪjja,,daiɣijanã
deəɹi,,,dɛja,,deɪjja,,daiɣijɔ̃ː
dəʊl,deːl,taɪl,,,,,dailã
diːl,deːlən,taɪlən,deːla,delə,deɪːla,dɛːljan,dailijanã
diːl,,taɪl,deːl,,,dɛːls,dailiz
,,,dɛld,,deɪld,,dailiθɔː
,,,deːla,dʔel,,dɛːla,dailɔ̃ː
,,,dɛga,dεgə,,daðdjan,dajjanã
dəʊ,,,,,,,dajjɔ̃ː
deɪl,dɑl,tɑːl,dɑːl,dal,daːlʏr,dal,dalã
,,,dɛld,dεl,,,daliθɔː
dɛl,dɛl,dɛlə,,,,dalja,daljɔː
dalk,,dɔlk,,,daʊlgʏr,,dalkaz
dam,dɑm,dam,dam,dɑm,dammʏr,,dammaz
dam,dɑmən,dɛmən,dɛma,dεmə,dɛmma,dammjan,dammijanã
damp,dɑmp,dampf,dam,,,,dampaz
,dɛmpən,dɛmpfən,,,,,dampijanã
dɪndʒ,,,dɛŋa,,deɪŋɟa,,daŋgijanã
dɛntʃ,deːns,,dansk,dansk,dansgʏr,,daniskaz
deɪn,deːn,dɛːnə,dɑːn,dan,daːnɪ,,daniz
,,,,,dœhg,,dankɔː
daŋk,,,,,dœhgʏr,,dankʷaz
,,,,,dœhgʋa,,dankʷijanã
dapə,dɑpər,tapfɜ,tapər,tɑpʔʌ,daːbʏr,,dapraz
,vɛrdərvən,fɛɾdɛɾbən,,,,,darbijanã
,daːrt,,dɑːt,,darɾraðʏr,,darɔːθuz
dɛd,doːt,toːt,døːd,dʔœð,døʏːðʏr,dɔːθs,dauðaz
,doːdən,tøːtən,døːda,dœðə,deɪːða,dɔːθjan,dauðijanã
,doːɣən,,,,,,dauɣijanã
deɪn,,,,,døʏdn,dɔːns,dauniz
,doːp,taʊfə,,,,dɔːpiːns,daupiːniz
,doːpən,taʊfən,døːpa,dœbə,,dɔːpjan,daupijanã
,doːr,toːɾ,,,,,dauzɔːː
daf,doːf,taʊp,døːv,dʔœw,døʏːʋʏr,dɔːɸs,dauβaz
,doːvən,,,,deɪːʋa,dɔːβjan,dauβijanã
dɛθdeɪ,,toːdɛstɑːk,dœdsdɑːg,,døʏːðadaɣʏr,,dauθuðaɣaz
dɛθ,doːt,toːt,døːd,dʔœð,døʏːðʏr,dɔːθus,dauθuz
,,,,,daʊː,,dawaːnã
daɪ,,,døː,dʔœ,deɪːja,,dawjanã
djuː,dʌʊ,taʊ,dag,dʔug,dœg,,dawwã
djuː,dʌʊən,taʊən,dɵga,dɔgə,dœgʋa,,dawwaːnã
,,,,,dabhna,,daβanã
,,,,,dabhna,,daβanɔːnã
diːd,daːt,tɑːt,doːd,dɒð,daʊːð,deːθs,deːðiz
dɔː,,tax,,,,,deːxɔ̃ː
dɛlv,dɛlvən,dɛlbən,,,,,delbanã
dɜːf,,,djɛrv,djεɐ̯ʋ,djarrfʏr,,derbaz
diːpli,,,,,,,deupaliːkaz
diːp,dip,tiːf,jʉp,dʔyb,djuːbʏr,diups,deupaz
diə,dir,tiːɾ,jʉr,dʔyɐ̯,diːr,dius,deuzã
diə,,,,,,,deuzaz
,,,,,,diwan,dewanã
,,taɪçən,,,,,diːkanã
daɪk,dɛɪk,taɪç,,,,,diːkaz
,,,diːkə,diə,diːɟɪ,,diːkijã
,,,,,diːs,,diːsiz
,,,,,,diɣan,diɣanã
,,,diːjər,diʌ,dɪːɣʏr,diɣrs,diɣraz
,deːɣɛl,tiːgəl,deːjəl,diəl,deɪgla,,diɣulaz
,,,diːa,djʔe,,,dijɔːnã
dɪl,dɪlə,dɪl,dɪl,dʔil,dɪdla,,diliː
,,,deːl,,dɪlgʏr,,dilɔː
dɪm,,dɪmpɜ,,dʔim,dɪmmʏr,,dimmaz
dɪm,,,,,dɪmma,,dimmɔːnã
dɪŋ,,,,,,,diŋgʷanã
,,,,,dɛhda,,dintanã
,,,,,dɪrrfa,,dirbijanã
,,tiːfə,,,diːbɪ,diupiː,diupĩː
diːp,dipən,,,,,diupjan,diupijanã
dɛpθ,diptə,,jʉpən,,difd,diupiθa,diupiθɔː
,,,,,didlɛːɣʏr,,diurijaliːkaz
diə,dir,tɔøɜ,dyːr,dʔyɐ̯,diːr,,diurijaz
dɜːθ,dyrtə,dyːyɾtə,dyrd,,dirð,,diuriθɔː
,,,dyŋn,dʌjn,daɪːɣʏr,,dɔːɣ
,,,,,,doːɣs,dɔːɣaz
təʊk,duk,tʊx,dʉk,dʔug,duːgʏr,,dɔːkaz
,dul,dyːlə,,,daɪːl,,dɔːlijɔː
,,,,,daɪːl,,dɔːljɔː
,,,,,doʊmsdoʊtl,,dɔːmastɔːlaz
duːmhaʊs,,,,,doʊmhus,,dɔːmaxuːsã
duːm,dum,,dɔm,dʔʌm,doʊːmʏr,doːms,dɔːmaz
,,,,,,doːmiːns,dɔːmiːniz
diːm,,,døːma,dʔœmə,daɪːma,doːmjan,dɔːmijanã
duː,dun,tuːn,,,,,dɔːnã
,,doːnaʊ,,,,doːnawi,dɔːnawjaz
dɹag,draːɣən,tɾɑːgən,drɑːga,dʁɑwə,dəraːɣa,draɣan,draɣanã
dɹɛgz,,,drɛg,,dərɛg,,draɣjɔː
dɹiːv,,,,,dəreɪːʋa,drɛːβjan,draiβijanã
dɹəʊv,,,dreːv,dʁεw,dəreɪːf,,draiβɔː
,,,drɛŋ,dʁaŋ,dəreɪŋgʏr,,draŋgijaz
dɹɛntʃ,drɛŋkən,tɾɛŋkən,drɛŋka,dʁɛnkə,dərɛhca,drankjan,drankijanã
dɹɛntʃ,drɑŋk,gətɾɛŋk,,,,draŋnk,drankiz
,,tɾɛstɜ,,,,,drastaz
,,,,,dərøʏːɣʏr,,drauɣaz
dɹaɪ,droːx,,,,dərøʏːɣʏr,,drauɣiz
dɹiːm,droːm,tɾaʊm,drœm,dʁʔœm,dərøʏːmʏr,,draumaz
dɹiːm,droːmən,tɾɔømən,drœma,dʁʔœmə,dəreɪːma,,draumijanã
dɹɪp,,,drøːpa,,dəreɪːba,,draupijanã
dɹaft,drɑxt,tɾaxt,drɛt,dʁat,dəraʊhdʏr,,draxtuz
,,,,,,draβan,draβanã
dɹaf,drɑf,tɾeːbɜ,drɑːv,,dəraːf,,draβaz
dɹəʊn,dɑr,,,,,,dreːnuz
,,tɾeːnə,drøːnarə,,,,drenɔːː
,trɛfən,tɾɛfən,drɛːpa,dʁɛbə,dərɛːba,,drepanã
dɹiː,driɣən,tɾyːgən,,,,driuɣan,dreuɣanã
dɹiː,,,dryːg,dɐ̯ʔʌj,dərjuːɣʏr,,dreuɣaz
,drœypən,tɾiːfən,dryːpa,,dərjuːba,,dreupanã
